person_id,q1,response_time_seconds_1,q2,response_time_seconds_2,q3,response_time_seconds_3,q4,response_time_seconds_4,q5,response_time_seconds_5,q6,response_time_seconds_6,q7,response_time_seconds_7,q8,response_time_seconds_8,q9,response_time_seconds_9,q10,response_time_seconds_10,latitude,longitude
USR_7C4996A4,D,22.98,D,21.37,C,14.23,C,18.6,A,22.77,A,15.84,A,15.92,B,12.9,A,17.55,B,21.96,12.8366,76.1848
USR_664B7DAD,B,14.34,D,17.51,B,21.88,D,38.92,C,38.19,D,14.91,C,12.03,B,19.8,D,16.74,C,20.63,27.8655,77.8496
USR_9417CBF9,A,17.79,B,14.61,D,21.98,D,11.33,C,19.61,C,24.0,B,23.01,B,21.7,A,15.68,A,10.39,30.1262,75.2654
USR_AE5819FB,A,6.06,B,11.02,A,6.02,A,10.4,A,10.43,A,8.27,D,8.71,B,6.14,A,6.49,B,7.76,13.5155,78.2024
USR_FCB766F9,B,21.15,C,10.14,B,10.15,B,20.06,A,14.25,C,14.91,B,16.2,D,23.28,C,25.0,C,22.11,28.3604,77.8933
USR_DD8FC487,D,39.26,D,12.17,C,14.09,D,15.92,C,21.02,D,19.17,D,17.42,D,10.34,B,18.13,D,5.96,25.4943,79.9961
USR_4EFC434A,C,16.49,B,21.52,B,11.28,B,19.92,C,18.52,C,21.07,B,16.08,A,19.25,B,17.98,D,23.95,22.7798,77.6846
USR_F1E93CA9,B,23.06,A,8.96,B,17.02,C,13.74,D,7.39,D,5.55,D,30.51,D,7.9,D,32.23,C,34.76,27.6302,79.8116
USR_C4FD9BDC,D,8.83,B,9.5,D,8.86,C,17.72,D,28.18,D,2.33,A,24.84,A,3.35,B,25.77,D,22.81,22.8482,80.7623
USR_EAD7C348,B,24.94,B,10.61,B,13.05,C,17.86,B,13.11,C,17.53,A,15.23,D,18.45,D,10.94,A,23.95,22.4442,79.8781
USR_A999783D,D,5.83,B,30.82,D,29.67,B,10.31,A,32.71,C,27.45,C,17.88,A,24.97,B,12.76,D,34.52,28.7955,78.9927
USR_99F0F345,C,19.83,C,17.19,A,23.16,A,11.99,B,13.3,A,14.06,B,16.74,A,11.69,A,15.45,A,23.71,27.8091,81.3125
USR_120E7CD7,A,11.99,A,11.02,A,6.0,A,8.34,A,8.72,A,11.4,A,9.48,A,9.24,B,6.17,A,9.56,24.5778,80.1529
USR_FC1FAC3E,B,11.65,B,15.16,A,17.8,D,17.51,C,12.24,B,16.41,D,24.17,A,14.08,A,24.39,B,12.52,13.8357,78.8802
USR_F0DC41CA,C,13.11,D,12.18,A,23.91,A,19.95,B,18.77,D,17.17,B,14.3,B,12.33,B,16.46,C,21.26,24.2015,77.1675
USR_A37ED5B3,A,21.4,C,18.08,A,22.96,A,10.7,A,12.87,D,19.16,B,10.38,B,24.14,B,14.69,B,22.68,27.526,79.1453
USR_08A2B533,B,10.13,A,13.46,B,20.77,A,20.74,C,19.7,B,21.62,C,21.63,D,21.7,A,12.78,B,20.85,12.5798,75.665
USR_BFF5EEF5,C,19.52,D,16.54,A,19.05,B,18.28,A,14.44,D,17.53,B,19.14,B,12.87,A,13.47,B,19.47,22.8187,77.8817
USR_759FA9A2,A,16.64,B,14.57,B,24.9,B,22.85,B,15.59,B,20.31,A,24.15,C,19.69,A,17.23,A,20.71,25.7178,79.6256
USR_A4109F3E,B,15.89,C,13.8,C,18.01,B,11.38,A,12.24,D,12.06,C,11.64,A,18.65,B,11.98,D,20.68,24.3367,80.7019
USR_03D7751C,C,18.24,C,14.0,C,14.01,A,18.7,A,12.18,A,20.24,C,21.87,C,22.75,B,19.09,B,10.8,25.1794,79.2771
USR_BCB9ACE7,A,11.53,A,10.66,B,6.97,A,5.14,A,5.8,A,5.75,A,11.91,A,10.63,C,7.55,A,9.61,21.0083,79.3826
USR_DAC2D92F,A,9.9,A,8.27,A,7.51,A,9.52,A,9.0,A,10.43,B,8.52,A,10.41,D,6.84,A,7.4,11.1376,77.46
USR_195A9B11,A,16.35,C,17.23,B,24.65,B,13.28,C,23.64,B,19.13,C,18.07,C,16.27,C,15.46,C,11.09,26.5457,80.2433
USR_CC240E90,B,12.55,B,23.6,A,14.24,B,19.46,B,12.11,D,16.95,B,10.35,A,21.71,B,22.35,C,21.62,18.652,72.9657
USR_B04E43FF,C,10.81,C,15.08,A,23.13,C,19.03,A,20.87,D,19.73,B,15.57,A,10.28,C,19.51,D,21.8,27.5488,80.7699
USR_BE818339,C,10.5,B,19.73,A,18.25,A,11.23,C,17.46,B,18.81,A,15.04,B,11.63,B,15.28,C,13.1,12.9774,77.5059
USR_E0FFE331,A,14.97,A,11.38,B,8.73,B,17.4,D,23.44,A,38.85,B,36.5,D,8.53,D,18.31,D,39.96,27.5818,79.581
USR_4E7DCE56,B,17.3,B,16.82,B,14.74,B,24.16,B,17.08,A,20.96,B,13.04,B,21.0,B,16.36,B,11.27,23.3362,77.436
USR_C243E748,B,14.24,D,22.31,D,11.3,D,16.07,A,3.86,D,27.74,D,26.8,A,4.85,B,32.81,C,33.3,17.1334,74.7687
USR_6EB8598D,C,15.6,D,32.15,D,9.63,D,6.07,B,11.64,C,21.64,C,27.07,B,17.99,D,34.58,D,19.95,28.0372,82.2839
USR_921016EE,D,21.24,A,22.72,D,13.63,A,10.52,C,18.37,D,13.9,D,37.44,A,9.76,A,28.19,C,20.09,24.8071,80.8558
USR_16D2BEFE,A,8.48,C,9.79,A,6.43,A,11.1,A,7.34,A,8.4,D,10.91,B,7.72,A,6.12,A,10.61,27.7527,77.2125
USR_24E0C6AB,B,11.42,D,13.11,D,18.35,A,15.09,A,14.9,A,19.4,A,16.13,A,16.05,B,22.72,D,19.66,21.5868,81.0161
USR_54F4B67F,C,12.45,B,13.77,D,15.65,B,11.22,A,24.91,B,18.91,A,18.93,B,14.97,B,24.03,A,24.73,26.7542,80.9483
USR_F47CD7B3,A,16.32,D,19.91,D,20.73,A,17.62,B,24.72,D,20.89,B,15.68,C,11.19,D,11.67,A,19.23,25.4086,81.8707
USR_CEEA388A,D,20.14,B,12.56,B,24.32,A,22.29,B,17.48,A,15.66,B,18.04,B,23.8,D,10.59,A,19.94,19.735,71.3065
USR_C10915F1,B,23.93,B,22.51,B,20.27,B,22.32,C,10.8,B,19.0,B,10.61,D,18.18,A,17.73,A,19.43,20.0486,72.7946
USR_4700BF07,C,25.55,C,3.6,D,4.72,B,17.41,C,20.53,D,27.33,C,16.47,B,29.62,C,7.62,D,39.92,27.8796,81.8006
USR_C4306139,D,16.87,D,14.89,B,10.72,B,10.44,A,24.26,A,23.93,C,14.29,A,12.55,A,14.18,B,17.78,21.3424,77.0996
USR_27E4D0A6,C,19.15,A,10.57,C,13.64,B,15.68,B,14.71,B,17.9,B,10.89,D,10.42,A,20.69,B,22.73,11.7313,76.4743
USR_42110B56,B,12.59,A,18.37,B,10.51,C,22.23,A,14.49,A,21.1,A,18.85,C,17.31,B,19.89,B,20.98,28.1547,79.3947
USR_393F50F1,B,20.7,A,20.64,C,23.07,C,23.04,B,19.83,A,23.74,B,19.82,C,11.9,A,14.66,B,15.1,26.6432,80.4599
USR_1199E95A,A,16.62,D,10.27,C,11.02,D,21.55,C,18.98,B,21.01,C,21.34,B,24.24,B,13.05,A,16.64,25.2351,80.8102
USR_E9CA9CB3,A,14.27,A,13.59,A,24.65,A,17.21,B,23.35,A,22.75,A,23.55,A,10.17,C,17.99,C,16.81,22.4635,77.8445
USR_64BE2E7B,C,39.44,B,8.34,D,24.56,B,3.3,D,35.03,C,5.57,C,15.36,D,24.39,D,8.87,C,32.95,18.782,71.7165
USR_E4D01C97,A,22.94,A,24.39,B,14.39,B,15.89,D,23.13,D,24.64,A,19.12,C,10.48,D,14.47,A,21.03,26.6011,81.6489
USR_DB263783,C,23.6,C,22.56,B,14.14,B,12.28,B,18.75,C,11.13,D,14.96,A,13.74,B,23.05,C,15.23,13.5106,77.4785
USR_37EA1D2E,A,6.99,B,8.03,A,7.75,A,9.47,A,5.09,A,6.43,A,11.47,A,10.75,A,8.37,A,8.76,21.0861,79.4172
USR_848B54E6,B,33.1,C,39.03,C,2.28,A,32.78,B,17.93,C,33.51,D,29.81,C,39.03,D,13.18,B,33.17,22.3249,78.2083
USR_CC95EDA6,C,11.57,B,24.65,A,22.15,C,19.11,B,12.17,A,10.62,B,14.71,C,20.15,B,10.87,A,11.29,24.1134,80.7288
USR_EE8C61AE,A,32.29,C,8.19,D,29.71,D,21.84,B,11.19,A,8.82,D,29.63,B,38.63,D,10.85,B,14.7,23.5713,77.8882
USR_ADF01096,C,15.51,B,21.95,C,12.61,A,21.06,B,13.63,B,15.66,B,22.46,A,23.6,B,12.06,D,14.58,30.4083,77.4091
USR_E40F1FA7,A,14.8,A,10.31,D,21.31,A,15.55,D,22.29,B,17.97,D,20.61,B,12.63,C,15.5,B,19.49,20.5222,72.1136
USR_0E959A9F,B,21.13,A,14.83,A,15.19,C,23.19,B,22.72,A,10.54,A,16.7,A,24.13,C,22.49,B,15.57,18.2546,73.9203
USR_1B58F5BA,B,12.95,C,24.45,D,11.72,B,10.13,A,21.33,B,17.4,A,24.78,A,20.91,A,15.64,D,15.47,28.145,79.2118
USR_C60EDD1E,C,17.44,C,17.32,B,16.07,A,24.81,A,15.38,C,15.06,D,22.59,B,14.69,A,21.82,C,19.75,24.9091,82.5517
USR_6B68ACE2,A,11.62,A,7.78,A,10.15,A,8.32,B,7.21,A,5.48,A,5.71,A,5.64,A,5.29,A,7.58,22.1496,79.0312
USR_44DB4931,B,24.52,D,19.39,B,17.88,D,15.36,A,23.36,B,18.3,C,4.0,B,19.13,C,17.26,D,39.41,25.0627,80.0664
USR_C723B245,B,17.89,A,23.31,A,21.8,C,12.41,B,10.59,C,10.04,A,19.02,B,21.26,B,15.85,B,12.08,26.2717,80.8614
USR_34FE4DC0,B,23.32,D,19.78,B,14.05,B,14.06,C,11.61,A,11.71,B,22.4,B,10.01,C,10.09,B,17.03,21.9606,77.9685
USR_EC77ABC2,A,10.49,A,8.89,A,11.87,C,11.37,A,9.71,A,8.04,A,7.8,B,7.56,C,9.81,A,10.64,21.6098,80.9454
USR_8B605446,B,20.41,C,12.63,C,11.3,A,21.15,D,10.38,A,15.72,C,12.16,B,24.35,A,14.27,B,19.93,27.1641,79.843
USR_030EA5A0,A,11.45,C,6.7,A,6.94,B,7.25,A,7.59,A,6.64,A,11.22,A,8.01,A,11.72,A,8.43,28.4514,79.567
USR_3B4A277F,A,7.47,A,5.71,A,5.74,A,10.3,B,9.28,B,8.89,A,7.53,B,8.97,A,8.12,A,6.54,28.1237,76.1957
USR_EF2DBC53,A,11.02,A,8.2,C,5.38,A,10.22,A,7.71,A,8.41,A,6.22,C,8.28,A,10.07,B,8.57,28.2896,78.9549
USR_07D88522,D,30.41,D,24.47,B,12.91,B,38.5,A,39.69,B,16.29,D,13.55,D,32.01,C,36.15,C,38.12,28.1289,81.3931
USR_F2CA6BB6,C,19.44,B,10.77,C,15.72,C,22.64,A,24.74,D,14.08,C,22.69,D,22.66,C,16.01,A,20.4,28.6878,78.6771
USR_D87F4831,C,23.83,A,19.33,D,21.15,A,19.08,C,20.74,B,19.86,B,22.12,C,24.11,B,13.93,B,22.71,26.0971,80.1349
USR_EEAC4666,C,5.61,A,6.86,A,8.23,A,10.92,A,9.25,A,5.63,A,8.82,A,9.21,A,10.12,A,10.21,14.2048,76.814
USR_4D7CF516,C,22.38,B,14.58,A,21.71,B,10.71,A,22.28,A,24.75,C,23.87,C,16.49,C,16.41,B,10.81,28.6586,78.4856
USR_FADCEC95,C,13.9,A,23.13,B,22.0,B,24.09,C,21.86,A,13.64,B,16.83,C,16.28,B,24.49,D,15.96,21.6091,77.2716
USR_D304B108,D,18.58,A,17.75,B,14.83,A,24.48,A,19.22,B,16.87,B,12.81,C,16.07,D,19.48,C,23.64,27.9354,81.9999
USR_04205C68,D,19.05,D,30.96,B,30.28,C,18.71,B,32.81,B,25.54,D,12.2,D,27.16,B,30.34,D,37.74,19.703,72.9164
USR_F1C10DA1,A,11.88,B,11.84,C,7.16,A,9.85,A,10.66,A,10.74,B,9.82,A,8.03,B,8.31,A,7.55,17.2051,71.1011
USR_0651FB12,C,20.05,C,22.95,D,23.2,C,13.03,C,27.28,C,32.86,D,5.56,B,8.64,C,29.78,B,17.23,12.4636,78.368
USR_183470FE,A,7.27,A,9.14,C,6.71,B,8.18,A,8.31,A,6.31,B,10.32,A,9.24,A,11.14,A,11.74,14.669,77.2209
USR_04C2880B,A,21.35,D,17.07,D,5.76,D,5.8,B,27.38,C,34.8,D,37.98,D,13.8,D,17.25,A,4.25,22.8955,80.2921
USR_A8726D7A,B,10.34,A,20.05,B,11.88,B,22.4,C,12.33,B,18.3,A,12.35,A,11.93,D,19.93,B,13.67,26.2052,80.0862
USR_0A2CBD08,D,19.88,C,12.6,D,17.69,B,12.18,B,19.97,C,11.82,B,24.97,A,21.34,A,24.6,B,14.47,25.2266,79.462
USR_C7DE273F,A,8.99,A,7.36,A,5.73,A,7.81,A,8.21,A,11.05,A,7.17,A,6.11,A,5.22,A,7.35,26.0874,81.3719
USR_CABA4E1C,A,18.77,A,10.51,A,10.04,C,19.13,C,19.35,C,13.53,A,15.44,B,21.96,A,21.48,C,11.02,19.7284,74.0053
USR_2CBF640A,B,15.96,C,13.89,A,10.75,C,20.01,C,19.18,B,15.96,B,13.46,A,17.41,A,15.05,C,22.66,29.1638,77.3209
USR_66C33AD1,D,25.08,B,38.7,C,36.69,A,5.78,C,23.51,C,6.85,A,12.17,A,30.88,D,8.32,D,8.69,25.8223,79.5787
USR_244BD288,B,18.99,C,22.02,B,18.76,B,22.93,A,23.1,B,10.3,D,20.97,A,14.27,B,21.57,C,16.35,11.2313,75.8995
USR_8B41E158,B,13.1,C,11.37,B,21.7,B,22.06,C,21.46,D,14.71,A,24.43,B,16.95,A,10.99,A,11.54,25.3294,82.8753
USR_C57B5A29,C,12.27,D,15.09,D,13.0,C,10.56,D,33.88,B,38.73,D,14.49,D,16.87,A,19.16,B,35.45,17.7597,71.3037
USR_016A7F6E,A,12.28,C,16.64,C,18.04,B,21.66,B,20.95,C,18.1,B,23.95,A,15.82,D,23.6,B,11.99,24.687,77.4683
USR_6ADB25EB,B,19.29,B,14.45,B,24.08,B,13.78,A,21.66,B,10.65,A,21.32,C,14.56,C,21.13,A,14.81,29.3777,78.4272
USR_156E71F1,D,14.67,C,14.94,C,24.79,C,18.8,B,11.73,A,24.55,D,15.68,B,21.44,C,13.59,B,17.25,22.2387,77.3242
USR_A16FDBEC,D,13.41,C,12.41,D,12.24,B,3.14,B,28.82,A,5.15,D,13.46,A,10.35,D,10.13,D,7.39,17.7681,73.6446
USR_2FA23454,B,24.79,D,19.06,C,12.04,D,11.71,D,12.02,C,12.73,C,13.4,A,15.2,D,14.97,B,23.7,28.5064,76.3112
USR_541796DB,B,22.86,A,11.73,A,20.94,B,17.6,C,13.5,B,10.23,A,19.4,D,22.14,A,22.0,A,18.82,17.2852,71.6615
USR_FA1B3423,C,24.63,B,13.6,B,10.51,D,12.75,C,16.64,A,17.12,B,13.75,B,23.3,C,10.94,A,13.02,13.2382,78.1356
USR_3DCA960D,B,11.16,C,31.49,C,3.47,D,3.11,D,14.45,B,25.08,D,31.93,B,25.74,D,30.92,D,26.49,29.618,76.1418
USR_CC1FA97D,B,11.69,B,23.87,D,23.35,A,10.23,C,10.96,A,19.12,C,19.48,B,20.32,B,19.95,B,18.35,26.7691,75.2797
USR_A624874A,A,6.23,A,6.03,C,12.0,A,7.13,B,8.84,A,6.33,A,6.53,A,11.68,D,7.8,B,8.35,14.6067,77.6362
USR_270F168F,A,10.5,A,9.32,A,6.82,A,7.27,D,7.99,A,8.92,A,9.4,A,11.66,B,10.21,A,9.33,22.5569,80.5633
USR_F79BC136,B,14.96,B,10.26,A,11.71,B,11.86,D,10.09,B,18.48,B,18.84,B,17.46,A,23.45,C,24.99,27.379,76.2589
USR_DB3CE2FE,A,13.17,B,13.97,A,23.91,A,17.3,B,12.13,C,10.03,B,20.9,C,12.07,D,19.79,C,11.55,12.9021,76.1251
USR_CC164D6B,C,21.77,B,23.58,C,22.38,C,10.08,B,23.37,B,17.12,C,23.57,C,23.37,A,11.13,D,20.1,27.4719,82.567
USR_03557375,B,11.34,A,7.79,A,9.79,D,7.14,A,6.03,D,8.4,A,9.95,A,7.81,A,9.75,A,6.33,25.7115,79.4712
USR_62612847,D,25.0,C,30.2,D,6.81,B,24.72,C,24.73,A,31.52,D,31.52,A,27.23,B,20.91,D,15.9,14.1514,77.3501
USR_5FB7A868,A,6.62,B,8.09,A,9.64,A,6.12,A,7.05,A,7.86,A,7.7,B,8.63,A,8.23,C,10.48,13.8567,76.6381
USR_3530F667,D,19.45,D,17.41,D,15.41,D,24.68,D,2.28,D,27.46,C,21.86,B,30.59,D,3.84,B,10.28,21.8743,80.0251
USR_AB5F28D8,D,19.75,B,16.25,B,10.29,A,13.26,C,15.73,A,10.63,B,10.29,C,11.15,C,12.98,A,15.73,23.5653,77.2806
USR_10F185E1,A,17.85,B,15.32,A,18.79,B,18.4,B,13.74,C,10.15,B,24.04,B,13.55,C,14.94,D,23.59,21.6719,79.3078
USR_65BE4B44,C,10.13,A,17.51,B,21.11,C,22.22,A,11.51,B,18.49,A,21.92,A,16.75,A,23.1,D,15.05,26.438,79.8341
USR_EB7569C5,B,13.07,A,14.57,B,12.15,D,14.33,B,13.18,D,12.76,D,13.53,A,10.59,B,17.27,B,24.15,26.1433,80.1087
USR_7AA5615C,C,19.13,B,12.79,A,22.37,C,11.46,B,20.01,B,13.55,B,21.22,D,15.59,A,10.05,B,11.91,12.0885,75.7071
USR_1070A99E,C,10.22,D,14.61,C,13.98,B,22.23,A,11.42,A,22.43,D,17.71,B,24.73,B,12.29,A,19.22,17.4897,74.1345
USR_FF315A37,B,17.56,C,18.41,B,19.57,A,17.53,D,23.89,B,19.13,B,15.17,A,20.04,B,20.66,A,18.15,14.0527,76.69
USR_17B2A1E3,B,23.7,A,11.34,C,20.93,D,10.19,A,13.09,C,22.85,A,20.61,D,18.2,B,10.07,D,17.84,25.8107,80.1913
USR_64D3EDE6,B,7.69,C,30.6,A,24.07,D,2.35,C,23.86,D,27.61,B,29.88,C,12.87,C,35.46,D,10.03,24.9015,80.2238
USR_3AF09408,B,14.41,B,21.19,C,12.15,B,10.13,C,13.35,A,19.14,D,10.55,C,23.4,B,16.72,A,22.85,14.8941,78.9198
USR_D6869ECC,A,9.95,A,6.82,A,9.13,A,7.62,A,7.97,A,6.39,A,10.83,A,7.93,A,5.9,A,10.87,29.7601,76.4476
USR_73BEF40A,B,15.51,A,23.04,B,24.07,D,15.49,B,19.03,B,12.33,B,13.4,A,13.45,C,19.0,B,16.11,25.2056,82.8452
USR_CA2619F6,A,5.48,A,9.64,A,11.32,B,8.09,A,5.63,A,5.75,C,6.56,A,8.38,B,5.94,A,5.44,27.4092,82.6662
USR_FA10AF6D,A,7.62,A,8.09,B,5.85,A,11.97,A,11.12,A,9.41,A,9.67,A,9.71,A,10.41,A,7.96,14.3706,77.9976
USR_5C9EB0D8,C,15.2,C,22.14,B,16.42,B,21.49,A,10.17,A,11.12,A,22.11,B,21.35,D,12.67,B,24.66,13.2844,79.1853
USR_6A84F567,A,11.16,A,5.28,D,10.85,B,6.53,A,8.83,A,10.42,A,8.5,B,10.26,A,11.06,A,8.44,18.753,73.7113
USR_A9412342,A,7.08,A,9.41,D,7.41,B,5.38,A,5.47,B,10.19,A,6.74,B,11.28,A,9.62,A,10.45,28.7229,75.2412
USR_08FE06B9,D,33.47,C,32.32,B,22.92,B,28.75,C,33.53,D,36.4,B,25.91,D,4.91,C,25.73,D,27.83,23.8783,79.1737
USR_8A26C993,D,11.45,A,11.31,B,5.84,A,6.95,A,6.73,B,11.73,A,7.55,A,6.87,A,8.23,A,9.38,19.292,71.5516
USR_347C46F9,B,23.34,A,20.26,D,14.8,B,20.71,C,24.67,A,10.38,A,14.81,C,10.85,A,19.18,C,10.15,19.8352,74.7782
USR_867B09C9,C,12.54,C,11.85,D,24.71,B,18.23,C,18.55,B,21.38,C,14.28,A,18.82,B,24.98,A,10.1,21.2308,78.4794
USR_C86B5A56,A,10.31,A,24.54,A,23.22,C,17.0,A,20.01,C,10.68,D,22.69,B,10.14,C,23.42,B,11.73,22.9251,78.6659
USR_48AB53AF,C,21.11,A,11.67,A,24.41,B,20.44,C,10.82,B,11.96,D,19.7,D,18.36,A,22.54,B,24.0,28.791,80.8653
USR_03D01C37,A,7.27,B,5.62,B,11.12,C,5.52,D,9.87,B,9.27,A,8.22,A,9.88,B,5.8,B,9.87,14.304,76.2213
USR_0E736044,B,16.51,C,24.46,B,10.82,B,19.79,B,18.68,A,17.85,A,24.47,A,20.38,B,10.33,D,24.36,17.9339,74.4175
USR_3644D8F8,B,13.47,A,12.06,B,17.92,B,11.64,B,24.53,B,23.35,D,17.09,B,10.86,B,21.19,B,15.23,12.7501,79.4302
USR_10383DFE,C,23.39,B,11.4,B,11.31,A,23.23,A,23.15,C,21.34,D,12.18,B,21.39,B,19.93,B,24.69,22.8645,80.3743
USR_FF9650DF,C,24.77,B,23.24,B,22.43,B,14.48,B,23.44,D,16.26,A,11.86,B,22.02,B,17.24,C,13.94,13.6757,78.8545
USR_4C0598D1,A,24.69,A,15.53,B,16.77,B,10.01,B,18.19,B,20.39,A,24.55,B,24.71,B,23.06,C,15.01,13.3742,79.4396
USR_BABD2668,A,19.18,B,17.74,C,17.08,C,13.89,A,21.13,B,10.66,D,22.12,C,22.41,A,22.06,D,15.87,28.7543,81.2318
USR_431160F0,A,19.4,C,21.27,B,14.79,C,12.56,C,19.79,A,11.84,C,16.34,B,16.34,B,14.78,C,22.36,27.5635,77.3607
USR_FF313901,B,15.42,A,19.57,C,14.6,D,14.8,C,16.32,A,24.17,D,15.97,A,24.96,A,14.9,D,18.5,22.5582,77.6053
USR_BBF039E6,D,2.1,D,27.91,D,36.64,D,37.01,D,25.18,D,23.42,C,17.14,D,34.11,C,9.58,A,16.28,27.5287,75.7442
USR_AB7B14D6,B,17.73,B,21.27,C,10.44,D,22.87,B,22.15,B,18.59,B,21.29,D,12.57,A,19.57,B,15.27,21.734,77.0952
USR_38202DEC,A,5.08,A,7.37,D,5.16,B,9.82,A,10.98,A,6.11,C,9.67,A,9.57,D,10.42,A,11.98,21.8614,80.8863
USR_71F2F2A0,D,10.75,B,10.41,B,20.91,C,14.01,C,11.1,C,11.43,A,16.58,A,16.9,A,15.77,B,15.37,14.69,78.0816
USR_717B58C1,B,11.99,A,9.16,B,9.49,A,7.19,A,6.22,D,7.65,A,8.9,C,6.39,A,8.38,A,6.3,22.2317,79.8308
USR_93181591,C,32.44,D,38.47,A,25.5,B,13.05,C,33.86,D,2.05,C,8.18,B,22.61,D,26.56,D,20.35,28.5397,75.9836
USR_5851B614,B,10.88,A,5.65,A,8.31,A,10.68,A,5.56,C,10.19,A,7.15,B,9.64,A,11.0,A,8.03,20.8322,72.1728
USR_AABF8756,B,19.93,B,16.6,A,21.91,C,16.01,A,21.46,B,18.67,D,24.66,A,15.27,B,14.66,C,12.27,25.5837,82.1823
USR_DBF85E31,D,21.85,B,23.92,A,22.03,C,10.65,A,24.67,B,13.5,B,16.29,B,20.68,C,23.97,C,13.68,20.4431,73.1914
USR_0279C9B4,A,10.38,A,7.69,B,11.52,A,11.17,A,11.0,A,5.41,B,8.91,A,7.56,B,5.18,A,8.46,24.4497,77.6462
USR_5C7745A7,B,17.04,C,12.18,A,23.65,C,15.35,B,18.88,D,22.47,B,16.6,B,20.68,B,22.4,C,19.79,11.7068,76.0636
USR_9E1A7E35,D,8.58,D,31.96,D,7.05,B,13.93,D,26.57,D,28.81,C,21.16,D,16.1,B,11.98,D,36.49,18.6501,73.9241
USR_6A1A7273,B,11.52,C,11.55,B,19.32,B,12.45,B,13.45,B,18.59,B,14.32,A,10.64,C,22.42,C,22.34,12.9426,76.8731
USR_966A294E,B,11.68,A,8.38,B,6.03,A,7.37,A,6.21,A,11.6,A,7.02,A,7.82,B,7.67,D,5.49,23.0272,79.8865
USR_0356514A,A,18.2,A,15.86,B,17.35,D,15.52,B,19.39,C,23.06,B,21.33,C,13.02,C,23.02,C,11.78,11.9866,79.1231
USR_890F1FA0,A,12.92,C,12.32,B,23.22,C,12.72,B,19.07,A,17.51,B,22.34,B,24.7,B,19.15,B,17.07,20.5752,71.7222
USR_D4203090,A,9.07,A,10.77,A,6.56,A,10.29,D,9.73,A,10.67,A,11.96,A,11.74,A,11.59,A,9.37,21.8758,78.9027
USR_705724B0,A,11.97,A,8.68,A,7.02,A,9.96,A,9.79,B,8.73,A,9.41,A,11.05,A,11.79,A,7.36,29.1134,75.5425
USR_326927C9,A,15.34,A,16.09,A,10.07,C,22.67,B,23.43,B,17.68,B,20.68,D,18.45,C,24.36,A,18.57,26.6572,81.6324
USR_69193D10,A,20.07,A,24.45,B,22.54,A,23.25,C,22.44,B,16.35,B,22.71,C,13.74,B,17.15,A,22.62,21.3712,79.682
USR_138E6FB2,B,23.81,B,12.14,A,16.93,D,12.04,A,20.15,C,21.28,B,10.96,C,10.25,B,16.88,B,15.83,11.1358,77.6099
USR_C9239A46,A,11.08,B,6.94,A,7.47,A,9.13,B,11.86,A,7.38,A,9.56,C,10.56,A,5.61,A,10.74,14.4102,78.7767
USR_BE6431F7,C,19.84,C,18.91,C,17.16,C,19.77,B,20.07,A,24.17,D,15.62,B,15.35,C,15.6,B,21.44,11.4793,79.5539
USR_1299272A,C,10.79,D,33.84,C,12.23,D,2.24,C,25.34,A,13.31,D,29.15,B,19.53,C,32.72,A,30.38,19.8129,73.0445
USR_7D8FAE5E,C,19.15,C,8.79,B,3.6,B,10.88,C,37.06,A,32.63,C,17.57,C,8.34,C,12.76,C,8.25,19.9426,71.9636
USR_1ED7EAA9,A,8.32,A,6.73,A,6.98,B,9.01,A,9.03,A,6.98,B,5.5,A,11.22,A,11.61,A,8.77,23.4857,79.7972
USR_FB5E3902,D,21.99,A,26.29,D,26.96,B,17.09,D,35.48,D,38.13,D,8.5,C,38.15,B,13.62,B,34.04,24.2266,79.9113
USR_4B39A341,A,12.5,C,17.36,B,12.23,B,14.47,A,18.55,D,20.67,B,13.63,C,19.41,B,15.26,C,17.18,30.3282,75.632
USR_B17589D9,B,28.85,C,36.77,D,26.03,D,2.64,C,12.08,A,19.09,D,5.42,A,26.88,C,25.05,B,13.63,14.5084,78.7916
USR_0E36B22E,C,13.94,D,23.44,A,13.13,C,16.66,A,17.86,B,17.48,B,19.03,B,11.92,C,17.61,B,10.73,30.1833,77.5895
USR_18C2012C,A,9.83,C,10.11,A,7.53,A,7.09,C,9.06,A,8.99,D,8.15,A,6.98,B,10.26,A,11.76,17.1262,73.0785
USR_196A31C1,D,31.23,C,6.81,D,36.54,C,31.03,A,34.98,D,14.04,B,33.78,A,23.24,C,22.15,A,39.48,22.9673,78.0727
USR_5BCF94F0,A,9.81,C,5.04,A,6.32,A,11.06,A,5.93,B,7.24,A,5.77,D,6.12,A,7.45,A,10.95,29.5882,78.6208
USR_95A696D5,C,13.77,B,21.41,C,16.17,C,15.0,B,11.95,A,10.97,A,17.45,B,14.6,C,15.39,A,10.73,29.9624,78.1361
USR_83EA7ED8,C,16.12,C,13.99,C,14.15,C,24.0,B,12.59,C,13.95,A,13.27,D,18.78,B,12.79,C,11.2,20.7261,74.6992
USR_78B227DD,B,24.41,C,10.75,A,23.04,B,12.17,C,24.36,B,24.45,A,24.19,A,11.59,C,19.35,A,13.07,26.8404,81.9364
USR_F5867E8C,C,16.6,D,19.44,C,13.43,A,20.47,B,22.16,B,10.08,B,15.0,B,13.39,B,12.76,B,16.15,25.3888,80.702
